Day,Weather,PricePerGlass,SignsMade,GlassesMade,GlassesSold,Profit,Assets,Storm,StreetCrewWorking,StreetCrewThirsty,WeatherFactor,ChanceOfRain,BaseDemand,SignBenefit,DemandMultiplier,AdjUnits,CostPerGlass,CostPerSign,Income,Expenses
542,Sunny,2,1,45,45,-1.5,-1088.5399999999993,False,False,True,1.0,0,49.2,0.3934693402873666,1.3934693402873666,68,5,0.15,0.9,2.4
543,Sunny,10,9,21,0,-2.4,-1090.9399999999994,False,True,False,0.1,0,30.0,0.9888910034617577,0.1988891003461758,0,5,0.15,0.0,2.4
544,Sunny,12,6,111,40,-1.6499999999999995,-1092.5899999999995,False,False,False,1.0,0,20.833333333333332,0.950212931632136,1.950212931632136,40,5,0.15,4.8,6.449999999999999
545,Sunny,7,5,63,63,0.5100000000000002,-1092.0799999999995,False,False,False,1.0,0,37.2,0.9179150013761012,1.9179150013761013,71,5,0.15,4.41,3.9
546,Sunny,4,6,116,86,-3.2599999999999993,-1095.3399999999995,False,False,True,1.0,0,44.4,0.950212931632136,1.950212931632136,86,5,0.15,3.44,6.699999999999999
547,Cloudy,1,7,10,10,-1.45,-1096.7899999999995,False,False,False,0.6,40,51.6,0.9698026165776815,1.1818815699466088,60,5,0.15,0.1,1.55
548,Hot,5,2,66,66,-0.2999999999999998,-1097.0899999999995,False,False,False,2.0,0,42.0,0.6321205588285577,3.2642411176571153,137,5,0.15,3.3,3.5999999999999996
549,Cloudy,10,9,120,35,-3.8499999999999996,-1100.9399999999994,False,False,False,0.6,40,30.0,0.9888910034617577,1.1933346020770546,35,5,0.15,3.5,7.35
550,Hot,13,1,62,49,3.12,-1097.8199999999995,False,False,False,2.0,0,17.75147928994083,0.3934693402873666,2.786938680574733,49,5,0.15,6.37,3.25
551,Hot,5,9,58,58,-1.35,-1099.1699999999994,False,False,False,2.0,0,42.0,0.9888910034617577,3.9777820069235155,167,5,0.15,2.9,4.25
552,Sunny,13,7,26,26,1.0299999999999998,-1098.1399999999994,False,False,False,1.0,0,17.75147928994083,0.9698026165776815,1.9698026165776814,34,5,0.15,3.38,2.35
553,Hot,9,2,141,105,2.0999999999999996,-1096.0399999999995,False,False,False,2.0,0,32.4,0.6321205588285577,3.2642411176571153,105,5,0.15,9.45,7.35
554,Cloudy,2,5,22,22,-1.4100000000000001,-1097.4499999999996,False,False,False,0.6,40,49.2,0.9179150013761012,1.1507490008256607,56,5,0.15,0.44,1.85
555,Hot,6,3,71,71,0.2599999999999998,-1097.1899999999996,False,False,False,2.0,0,39.6,0.7768698398515702,3.55373967970314,140,5,0.15,4.26,4.0
556,Sunny,0,6,8,8,-1.2999999999999998,-1098.4899999999996,False,False,False,1.0,0,54.0,0.950212931632136,1.950212931632136,105,5,0.15,0.0,1.2999999999999998
557,Sunny,8,1,106,48,-1.6100000000000003,-1100.0999999999995,False,False,False,1.0,0,34.8,0.3934693402873666,1.3934693402873666,48,5,0.15,3.84,5.45
558,Cloudy,6,4,62,0,-3.7,-1103.7999999999995,True,False,False,0.5,50,39.6,0.8646647167633873,0.9323323583816936,0,5,0.15,0.0,3.7
559,Sunny,11,3,68,44,0.9900000000000002,-1102.8099999999995,False,False,True,1.0,0,24.793388429752067,0.7768698398515702,1.77686983985157,44,5,0.15,4.84,3.8499999999999996
560,Sunny,12,3,37,37,2.1400000000000006,-1100.6699999999994,False,False,False,1.0,0,20.833333333333332,0.7768698398515702,1.77686983985157,37,5,0.15,4.44,2.3
561,Sunny,11,0,42,0,-2.1,-1102.7699999999993,False,True,False,0.1,0,24.793388429752067,0.0,0.1,0,5,0.15,0.0,2.1
562,Sunny,7,1,97,0,-5.0,-1107.7699999999993,False,True,False,0.1,0,37.2,0.3934693402873666,0.13934693402873666,0,5,0.15,0.0,5.0
563,Cloudy,4,6,89,60,-2.9499999999999997,-1110.7199999999993,False,False,False,0.7,30,44.4,0.950212931632136,1.3651490521424952,60,5,0.15,2.4,5.35
564,Sunny,9,0,60,32,-0.1200000000000001,-1110.8399999999992,False,False,False,1.0,0,32.4,0.0,1.0,32,5,0.15,2.88,3.0
565,Hot,5,3,0,0,-0.44999999999999996,-1111.2899999999993,False,False,False,2.0,0,42.0,0.7768698398515702,3.55373967970314,149,5,0.15,0.0,0.44999999999999996
566,Sunny,1,4,47,47,-2.4800000000000004,-1113.7699999999993,False,False,False,1.0,0,51.6,0.8646647167633873,1.8646647167633872,96,5,0.15,0.47,2.95
567,Hot,8,5,67,67,1.2600000000000007,-1112.5099999999993,False,False,False,2.0,0,34.8,0.9179150013761012,3.8358300027522025,133,5,0.15,5.36,4.1
568,Sunny,5,8,90,0,-5.7,-1118.2099999999994,False,True,False,0.1,0,42.0,0.9816843611112658,0.19816843611112658,0,5,0.15,0.0,5.7
569,Sunny,10,9,36,0,-3.15,-1121.3599999999994,False,True,False,0.1,0,30.0,0.9888910034617577,0.1988891003461758,0,5,0.15,0.0,3.15
570,Sunny,3,0,6,6,-0.12,-1121.4799999999993,False,False,False,1.0,0,46.8,0.0,1.0,46,5,0.15,0.18,0.3
571,Cloudy,6,9,71,55,-1.5999999999999996,-1123.0799999999992,False,False,False,0.7,30,39.6,0.9888910034617577,1.3922237024232302,55,5,0.15,3.3,4.8999999999999995
572,Sunny,5,6,16,16,-0.8999999999999999,-1123.9799999999993,False,False,False,1.0,0,42.0,0.950212931632136,1.950212931632136,81,5,0.15,0.8,1.7
573,Sunny,5,5,83,80,-0.9000000000000004,-1124.8799999999994,False,False,False,1.0,0,42.0,0.9179150013761012,1.9179150013761013,80,5,0.15,4.0,4.9
574,Cloudy,5,1,31,17,-0.85,-1125.7299999999993,False,False,False,0.30000000000000004,70,42.0,0.3934693402873666,0.41804080208621003,17,5,0.15,0.85,1.7
575,Sunny,4,4,29,29,-0.8899999999999999,-1126.6199999999994,False,False,False,1.0,0,44.4,0.8646647167633873,1.8646647167633872,82,5,0.15,1.16,2.05
576,Hot,12,4,71,71,4.37,-1122.2499999999995,False,False,False,2.0,0,20.833333333333332,0.8646647167633873,3.7293294335267744,77,5,0.15,8.52,4.1499999999999995
577,Hot,8,5,57,57,0.9599999999999995,-1121.2899999999995,False,False,False,2.0,0,34.8,0.9179150013761012,3.8358300027522025,133,5,0.15,4.56,3.6
578,Sunny,0,9,14,0,-2.05,-1123.3399999999995,False,True,False,0.1,0,54.0,0.9888910034617577,0.1988891003461758,0,5,0.15,0.0,2.05
579,Sunny,5,5,106,80,-2.05,-1125.3899999999994,False,False,False,1.0,0,42.0,0.9179150013761012,1.9179150013761013,80,5,0.15,4.0,6.05
580,Cloudy,13,2,128,0,-6.7,-1132.0899999999995,True,False,False,0.4,60,17.75147928994083,0.6321205588285577,0.6528482235314231,0,5,0.15,0.0,6.7
581,Sunny,11,3,147,44,-2.96,-1135.0499999999995,False,False,False,1.0,0,24.793388429752067,0.7768698398515702,1.77686983985157,44,5,0.15,4.84,7.8
582,Sunny,5,1,142,0,-7.25,-1142.2999999999995,False,True,False,0.1,0,42.0,0.3934693402873666,0.13934693402873666,0,5,0.15,0.0,7.25
583,Sunny,4,3,54,0,-3.1500000000000004,-1145.4499999999996,False,True,False,0.1,0,44.4,0.7768698398515702,0.17768698398515703,0,5,0.15,0.0,3.1500000000000004
584,Sunny,6,3,71,70,0.20000000000000018,-1145.2499999999995,False,False,False,1.0,0,39.6,0.7768698398515702,1.77686983985157,70,5,0.15,4.2,4.0
585,Sunny,0,4,106,100,-5.8999999999999995,-1151.1499999999996,False,False,False,1.0,0,54.0,0.8646647167633873,1.8646647167633872,100,5,0.15,0.0,5.8999999999999995
586,Hot,0,2,67,67,-3.65,-1154.7999999999997,False,False,False,2.0,0,54.0,0.6321205588285577,3.2642411176571153,176,5,0.15,0.0,3.65
587,Sunny,11,4,145,46,-2.79,-1157.5899999999997,False,False,False,1.0,0,24.793388429752067,0.8646647167633873,1.8646647167633872,46,5,0.15,5.06,7.85
588,Hot,1,5,102,102,-4.83,-1162.4199999999996,False,False,False,2.0,0,51.6,0.9179150013761012,3.8358300027522025,197,5,0.15,1.02,5.85
589,Sunny,4,8,119,87,-3.6700000000000004,-1166.0899999999997,False,False,False,1.0,0,44.4,0.9816843611112658,1.9816843611112658,87,5,0.15,3.48,7.15
590,Sunny,1,3,56,0,-3.25,-1169.3399999999997,False,True,False,0.1,0,51.6,0.7768698398515702,0.17768698398515703,0,5,0.15,0.0,3.25
591,Hot,0,7,56,56,-3.8499999999999996,-1173.1899999999996,False,False,False,2.0,0,54.0,0.9698026165776815,3.939605233155363,212,5,0.15,0.0,3.8499999999999996
592,Sunny,4,0,73,44,-1.89,-1175.0799999999997,False,False,False,1.0,0,44.4,0.0,1.0,44,5,0.15,1.76,3.65
593,Hot,9,7,13,13,-0.5300000000000002,-1175.6099999999997,False,False,False,2.0,0,32.4,0.9698026165776815,3.939605233155363,127,5,0.15,1.17,1.7000000000000002
594,Sunny,0,5,141,103,-7.8,-1183.4099999999996,False,False,False,1.0,0,54.0,0.9179150013761012,1.9179150013761013,103,5,0.15,0.0,7.8
595,Sunny,9,6,65,0,-4.15,-1187.5599999999997,False,True,False,0.1,0,32.4,0.950212931632136,0.1950212931632136,0,5,0.15,0.0,4.15
596,Sunny,10,5,129,57,-1.5,-1189.0599999999997,False,False,False,1.0,0,30.0,0.9179150013761012,1.9179150013761013,57,5,0.15,5.7,7.2
597,Sunny,3,7,124,92,-4.49,-1193.5499999999997,False,False,False,1.0,0,46.8,0.9698026165776815,1.9698026165776814,92,5,0.15,2.76,7.25
598,Sunny,5,7,110,110,-1.0499999999999998,-1194.5999999999997,False,True,True,0.1,0,42.0,0.9698026165776815,0.19698026165776816,110,5,0.15,5.5,6.55
599,Hot,13,6,144,69,0.870000000000001,-1193.7299999999998,False,False,False,2.0,0,17.75147928994083,0.950212931632136,3.900425863264272,69,5,0.15,8.97,8.1
600,Sunny,5,7,14,14,-1.05,-1194.7799999999997,False,False,False,1.0,0,42.0,0.9698026165776815,1.9698026165776814,82,5,0.15,0.7,1.75
601,Sunny,13,9,50,35,0.7000000000000002,-1194.0799999999997,False,False,False,1.0,0,17.75147928994083,0.9888910034617577,1.9888910034617577,35,5,0.15,4.55,3.8499999999999996
602,Sunny,7,4,118,69,-1.67,-1195.7499999999998,False,False,False,1.0,0,37.2,0.8646647167633873,1.8646647167633872,69,5,0.15,4.83,6.5
603,Cloudy,2,9,103,58,-5.34,-1201.0899999999997,False,False,False,0.6,40,49.2,0.9888910034617577,1.1933346020770546,58,5,0.15,1.16,6.5
604,Sunny,0,2,27,27,-1.6500000000000001,-1202.7399999999998,False,False,False,1.0,0,54.0,0.6321205588285577,1.6321205588285577,88,5,0.15,0.0,1.6500000000000001
605,Sunny,4,3,79,78,-1.2800000000000002,-1204.0199999999998,False,False,False,1.0,0,44.4,0.7768698398515702,1.77686983985157,78,5,0.15,3.12,4.4
606,Sunny,9,2,126,0,-6.6,-1210.6199999999997,False,True,False,0.1,0,32.4,0.6321205588285577,0.16321205588285578,0,5,0.15,0.0,6.6
607,Sunny,2,6,58,58,-2.6399999999999997,-1213.2599999999998,False,False,False,1.0,0,49.2,0.950212931632136,1.950212931632136,95,5,0.15,1.16,3.8
608,Sunny,7,5,21,21,-0.33000000000000007,-1213.5899999999997,False,False,True,1.0,0,37.2,0.9179150013761012,1.9179150013761013,71,5,0.15,1.47,1.8
609,Cloudy,8,0,114,10,-4.9,-1218.4899999999998,False,False,False,0.30000000000000004,70,34.8,0.0,0.30000000000000004,10,5,0.15,0.8,5.7
610,Sunny,0,7,110,106,-6.55,-1225.0399999999997,False,False,False,1.0,0,54.0,0.9698026165776815,1.9698026165776814,106,5,0.15,0.0,6.55
611,Sunny,11,4,66,46,1.1599999999999997,-1223.8799999999997,False,False,False,1.0,0,24.793388429752067,0.8646647167633873,1.8646647167633872,46,5,0.15,5.06,3.9
612,Sunny,3,3,9,0,-0.8999999999999999,-1224.7799999999997,False,True,False,0.1,0,46.8,0.7768698398515702,0.17768698398515703,0,5,0.15,0.0,0.8999999999999999
613,Sunny,7,0,72,37,-1.0100000000000002,-1225.7899999999997,False,False,False,1.0,0,37.2,0.0,1.0,37,5,0.15,2.59,3.6
614,Sunny,5,3,37,37,-0.44999999999999973,-1226.2399999999998,False,False,False,1.0,0,42.0,0.7768698398515702,1.77686983985157,74,5,0.15,1.85,2.3
615,Cloudy,5,5,71,0,-4.3,-1230.5399999999997,True,False,False,0.6,40,42.0,0.9179150013761012,1.1507490008256607,0,5,0.15,0.0,4.3
616,Sunny,3,7,136,92,-5.09,-1235.6299999999997,False,False,False,1.0,0,46.8,0.9698026165776815,1.9698026165776814,92,5,0.15,2.76,7.85
617,Cloudy,12,4,30,23,0.6599999999999997,-1234.9699999999996,False,False,False,0.6,40,20.833333333333332,0.8646647167633873,1.1187988300580323,23,5,0.15,2.76,2.1
618,Hot,3,2,87,87,-2.0399999999999996,-1237.0099999999995,False,False,False,2.0,0,46.8,0.6321205588285577,3.2642411176571153,152,5,0.15,2.61,4.6499999999999995
619,Cloudy,0,3,128,47,-6.8500000000000005,-1243.8599999999994,False,False,False,0.5,50,54.0,0.7768698398515702,0.888434919925785,47,5,0.15,0.0,6.8500000000000005
620,Sunny,0,4,142,100,-7.699999999999999,-1251.5599999999995,False,False,True,1.0,0,54.0,0.8646647167633873,1.8646647167633872,100,5,0.15,0.0,7.699999999999999
621,Sunny,1,5,87,87,-4.2299999999999995,-1255.7899999999995,False,False,False,1.0,0,51.6,0.9179150013761012,1.9179150013761013,98,5,0.15,0.87,5.1
622,Cloudy,2,6,113,67,-5.210000000000001,-1260.9999999999995,False,False,False,0.7,30,49.2,0.950212931632136,1.3651490521424952,67,5,0.15,1.34,6.550000000000001
623,Hot,13,9,102,70,2.6500000000000004,-1258.3499999999995,False,False,False,2.0,0,17.75147928994083,0.9888910034617577,3.9777820069235155,70,5,0.15,9.1,6.449999999999999
624,Sunny,6,5,130,75,-2.75,-1261.0999999999995,False,False,False,1.0,0,39.6,0.9179150013761012,1.9179150013761013,75,5,0.15,4.5,7.25
625,Sunny,11,3,13,13,0.32999999999999985,-1260.7699999999995,False,False,False,1.0,0,24.793388429752067,0.7768698398515702,1.77686983985157,44,5,0.15,1.43,1.1
626,Cloudy,11,2,71,16,-2.09,-1262.8599999999994,False,False,False,0.4,60,24.793388429752067,0.6321205588285577,0.6528482235314231,16,5,0.15,1.76,3.8499999999999996
627,Hot,5,4,147,147,-0.5999999999999996,-1263.4599999999994,False,False,False,2.0,0,42.0,0.8646647167633873,3.7293294335267744,156,5,0.15,7.35,7.949999999999999
628,Sunny,1,4,136,96,-6.4399999999999995,-1269.8999999999994,False,False,False,1.0,0,51.6,0.8646647167633873,1.8646647167633872,96,5,0.15,0.96,7.3999999999999995
629,Sunny,13,3,85,31,-0.6699999999999999,-1270.5699999999995,False,False,False,1.0,0,17.75147928994083,0.7768698398515702,1.77686983985157,31,5,0.15,4.03,4.7
630,Hot,9,4,91,91,3.04,-1267.5299999999995,False,False,False,2.0,0,32.4,0.8646647167633873,3.7293294335267744,120,5,0.15,8.19,5.1499999999999995
631,Cloudy,8,2,54,0,-3.0,-1270.5299999999995,True,False,False,0.30000000000000004,70,34.8,0.6321205588285577,0.4896361676485674,0,5,0.15,0.0,3.0
632,Sunny,7,0,76,37,-1.21,-1271.7399999999996,False,False,False,1.0,0,37.2,0.0,1.0,37,5,0.15,2.59,3.8
633,Sunny,0,8,122,0,-7.3,-1279.0399999999995,False,True,False,0.1,0,54.0,0.9816843611112658,0.19816843611112658,0,5,0.15,0.0,7.3
634,Sunny,0,0,44,44,-2.2,-1281.2399999999996,False,True,True,0.1,0,54.0,0.0,0.1,44,5,0.15,0.0,2.2
635,Cloudy,2,8,90,0,-5.7,-1286.9399999999996,True,False,False,0.5,50,49.2,0.9816843611112658,0.9908421805556329,0,5,0.15,0.0,5.7
636,Cloudy,10,5,119,34,-3.3000000000000003,-1290.2399999999996,False,False,False,0.6,40,30.0,0.9179150013761012,1.1507490008256607,34,5,0.15,3.4,6.7
637,Sunny,2,4,35,35,-1.6500000000000001,-1291.8899999999996,False,False,False,1.0,0,49.2,0.8646647167633873,1.8646647167633872,91,5,0.15,0.7,2.35
638,Hot,13,9,105,70,2.5,-1289.3899999999996,False,False,False,2.0,0,17.75147928994083,0.9888910034617577,3.9777820069235155,70,5,0.15,9.1,6.6
639,Sunny,12,8,23,23,0.41000000000000014,-1288.9799999999996,False,False,False,1.0,0,20.833333333333332,0.9816843611112658,1.9816843611112658,41,5,0.15,2.76,2.3499999999999996
640,Sunny,5,9,96,83,-1.9999999999999991,-1290.9799999999996,False,False,False,1.0,0,42.0,0.9888910034617577,1.9888910034617577,83,5,0.15,4.15,6.1499999999999995
641,Sunny,2,1,148,68,-6.19,-1297.1699999999996,False,False,False,1.0,0,49.2,0.3934693402873666,1.3934693402873666,68,5,0.15,1.36,7.550000000000001
642,Hot,6,5,86,86,0.11000000000000032,-1297.0599999999997,False,False,False,2.0,0,39.6,0.9179150013761012,3.8358300027522025,151,5,0.15,5.16,5.05
643,Sunny,5,2,14,14,-0.30000000000000004,-1297.3599999999997,False,False,False,1.0,0,42.0,0.6321205588285577,1.6321205588285577,68,5,0.15,0.7,1.0
644,Sunny,2,4,130,0,-7.1,-1304.4599999999996,False,True,False,0.1,0,49.2,0.8646647167633873,0.18646647167633873,0,5,0.15,0.0,7.1
645,Sunny,10,3,144,53,-2.3500000000000005,-1306.8099999999995,False,False,False,1.0,0,30.0,0.7768698398515702,1.77686983985157,53,5,0.15,5.3,7.65
646,Hot,8,7,79,79,1.3200000000000003,-1305.4899999999996,False,False,False,2.0,0,34.8,0.9698026165776815,3.939605233155363,137,5,0.15,6.32,5.0
647,Sunny,1,0,141,51,-6.54,-1312.0299999999995,False,False,False,1.0,0,51.6,0.0,1.0,51,5,0.15,0.51,7.05
648,Sunny,8,1,63,0,-3.3,-1315.3299999999995,False,True,False,0.1,0,34.8,0.3934693402873666,0.13934693402873666,0,5,0.15,0.0,3.3
649,Sunny,5,5,2,2,-0.75,-1316.0799999999995,False,False,False,1.0,0,42.0,0.9179150013761012,1.9179150013761013,80,5,0.15,0.1,0.85
650,Sunny,8,8,15,15,-0.75,-1316.8299999999995,False,False,False,1.0,0,34.8,0.9816843611112658,1.9816843611112658,68,5,0.15,1.2,1.95
651,Hot,4,1,31,31,-0.45999999999999996,-1317.2899999999995,False,False,False,2.0,0,44.4,0.3934693402873666,2.786938680574733,123,5,0.15,1.24,1.7
652,Sunny,5,6,90,81,-1.3500000000000005,-1318.6399999999994,False,False,False,1.0,0,42.0,0.950212931632136,1.950212931632136,81,5,0.15,4.05,5.4
653,Sunny,5,9,127,83,-3.549999999999999,-1322.1899999999994,False,False,False,1.0,0,42.0,0.9888910034617577,1.9888910034617577,83,5,0.15,4.15,7.699999999999999
654,Sunny,1,4,22,22,-1.4800000000000002,-1323.6699999999994,False,False,False,1.0,0,51.6,0.8646647167633873,1.8646647167633872,96,5,0.15,0.22,1.7000000000000002
655,Sunny,11,5,92,0,-5.35,-1329.0199999999993,False,True,False,0.1,0,24.793388429752067,0.9179150013761012,0.19179150013761015,0,5,0.15,0.0,5.35
656,Sunny,0,3,115,95,-6.2,-1335.2199999999993,False,False,False,1.0,0,54.0,0.7768698398515702,1.77686983985157,95,5,0.15,0.0,6.2
657,Cloudy,12,2,27,13,-0.09000000000000008,-1335.3099999999993,False,False,False,0.4,60,20.833333333333332,0.6321205588285577,0.6528482235314231,13,5,0.15,1.56,1.6500000000000001
658,Sunny,5,3,17,17,-0.44999999999999984,-1335.7599999999993,False,False,False,1.0,0,42.0,0.7768698398515702,1.77686983985157,74,5,0.15,0.85,1.2999999999999998
659,Cloudy,12,3,13,13,0.45999999999999996,-1335.2999999999993,False,False,False,0.6,40,20.833333333333332,0.7768698398515702,1.066121903910942,22,5,0.15,1.56,1.1
660,Sunny,2,2,79,79,-2.67,-1337.9699999999993,False,False,False,1.0,0,49.2,0.6321205588285577,1.6321205588285577,80,5,0.15,1.58,4.25
661,Sunny,0,2,119,88,-6.25,-1344.2199999999993,False,False,False,1.0,0,54.0,0.6321205588285577,1.6321205588285577,88,5,0.15,0.0,6.25
662,Sunny,13,7,33,0,-2.7,-1346.9199999999994,False,True,False,0.1,0,17.75147928994083,0.9698026165776815,0.19698026165776816,0,5,0.15,0.0,2.7
663,Sunny,6,5,26,26,-0.48999999999999977,-1347.4099999999994,False,False,True,1.0,0,39.6,0.9179150013761012,1.9179150013761013,75,5,0.15,1.56,2.05
664,Sunny,13,2,100,28,-1.6599999999999997,-1349.0699999999995,False,False,False,1.0,0,17.75147928994083,0.6321205588285577,1.6321205588285577,28,5,0.15,3.64,5.3
665,Sunny,13,1,109,109,8.57,-1340.4999999999995,False,True,True,0.1,0,17.75147928994083,0.3934693402873666,0.13934693402873666,109,5,0.15,14.17,5.6000000000000005
666,Hot,4,5,65,65,-1.4,-1341.8999999999996,False,False,False,2.0,0,44.4,0.9179150013761012,3.8358300027522025,170,5,0.15,2.6,4.0
667,Sunny,13,3,112,31,-2.0199999999999996,-1343.9199999999996,False,False,False,1.0,0,17.75147928994083,0.7768698398515702,1.77686983985157,31,5,0.15,4.03,6.05
668,Hot,2,0,44,44,-1.3200000000000003,-1345.2399999999996,False,False,False,2.0,0,49.2,0.0,2.0,98,5,0.15,0.88,2.2
669,Cloudy,0,5,24,24,-1.95,-1347.1899999999996,False,False,False,0.7,30,54.0,0.9179150013761012,1.3425405009632707,72,5,0.15,0.0,1.95
670,Sunny,0,6,2,2,-0.9999999999999999,-1348.1899999999996,False,False,False,1.0,0,54.0,0.950212931632136,1.950212931632136,105,5,0.15,0.0,0.9999999999999999
671,Sunny,10,4,22,22,0.5,-1347.6899999999996,False,False,False,1.0,0,30.0,0.8646647167633873,1.8646647167633872,55,5,0.15,2.2,1.7000000000000002
672,Sunny,5,3,10,10,-0.44999999999999996,-1348.1399999999996,False,False,False,1.0,0,42.0,0.7768698398515702,1.77686983985157,74,5,0.15,0.5,0.95
673,Cloudy,4,9,110,0,-6.85,-1354.9899999999996,True,False,False,0.30000000000000004,70,44.4,0.9888910034617577,0.5966673010385274,0,5,0.15,0.0,6.85
674,Hot,5,5,18,18,-0.7499999999999999,-1355.7399999999996,False,False,False,2.0,0,42.0,0.9179150013761012,3.8358300027522025,161,5,0.15,0.9,1.65
675,Sunny,10,8,14,14,-0.5,-1356.2399999999996,False,False,False,1.0,0,30.0,0.9816843611112658,1.9816843611112658,59,5,0.15,1.4,1.9
676,Sunny,3,5,46,46,-1.67,-1357.9099999999996,False,False,False,1.0,0,46.8,0.9179150013761012,1.9179150013761013,89,5,0.15,1.38,3.05
677,Cloudy,10,1,59,25,-0.6000000000000001,-1358.5099999999995,False,False,False,0.6,40,30.0,0.3934693402873666,0.83608160417242,25,5,0.15,2.5,3.1
678,Sunny,0,4,34,34,-2.3,-1360.8099999999995,False,False,False,1.0,0,54.0,0.8646647167633873,1.8646647167633872,100,5,0.15,0.0,2.3
679,Sunny,10,8,24,24,0.0,-1360.8099999999995,False,False,False,1.0,0,30.0,0.9816843611112658,1.9816843611112658,59,5,0.15,2.4,2.4
680,Sunny,13,1,15,15,1.0499999999999998,-1359.7599999999995,False,False,False,1.0,0,17.75147928994083,0.3934693402873666,1.3934693402873666,24,5,0.15,1.95,0.9
681,Hot,0,6,19,19,-1.8499999999999999,-1361.6099999999994,False,False,False,2.0,0,54.0,0.950212931632136,3.900425863264272,210,5,0.15,0.0,1.8499999999999999
682,Hot,7,8,99,99,0.7799999999999994,-1360.8299999999995,False,False,False,2.0,0,37.2,0.9816843611112658,3.9633687222225316,147,5,0.15,6.93,6.15
683,Sunny,7,9,62,62,-0.11000000000000032,-1360.9399999999994,False,False,True,1.0,0,37.2,0.9888910034617577,1.9888910034617577,73,5,0.15,4.34,4.45
684,Sunny,0,0,67,54,-3.35,-1364.2899999999993,False,False,False,1.0,0,54.0,0.0,1.0,54,5,0.15,0.0,3.35
685,Hot,13,1,139,49,-0.7300000000000004,-1365.0199999999993,False,False,False,2.0,0,17.75147928994083,0.3934693402873666,2.786938680574733,49,5,0.15,6.37,7.1000000000000005
686,Sunny,12,8,19,19,0.1299999999999999,-1364.8899999999992,False,False,False,1.0,0,20.833333333333332,0.9816843611112658,1.9816843611112658,41,5,0.15,2.28,2.15
687,Sunny,2,7,103,96,-4.28,-1369.1699999999992,False,False,False,1.0,0,49.2,0.9698026165776815,1.9698026165776814,96,5,0.15,1.92,6.2
688,Sunny,10,6,51,51,1.65,-1367.519999999999,False,False,False,1.0,0,30.0,0.950212931632136,1.950212931632136,58,5,0.15,5.1,3.4499999999999997
689,Cloudy,10,0,113,0,-5.65,-1373.1699999999992,True,False,False,0.4,60,30.0,0.0,0.4,0,5,0.15,0.0,5.65
690,Sunny,3,9,142,93,-5.659999999999999,-1378.8299999999992,False,False,False,1.0,0,46.8,0.9888910034617577,1.9888910034617577,93,5,0.15,2.79,8.45
691,Hot,6,2,61,61,0.3100000000000005,-1378.5199999999993,False,False,False,2.0,0,39.6,0.6321205588285577,3.2642411176571153,129,5,0.15,3.66,3.3499999999999996
692,Sunny,7,7,109,73,-1.3899999999999997,-1379.9099999999994,False,False,False,1.0,0,37.2,0.9698026165776815,1.9698026165776814,73,5,0.15,5.11,6.5
693,Sunny,13,6,27,27,1.2599999999999998,-1378.6499999999994,False,False,False,1.0,0,17.75147928994083,0.950212931632136,1.950212931632136,34,5,0.15,3.51,2.25
694,Sunny,6,2,145,64,-3.71,-1382.3599999999994,False,False,False,1.0,0,39.6,0.6321205588285577,1.6321205588285577,64,5,0.15,3.84,7.55
695,Sunny,11,5,16,16,0.20999999999999996,-1382.1499999999994,False,False,False,1.0,0,24.793388429752067,0.9179150013761012,1.9179150013761013,47,5,0.15,1.76,1.55
696,Hot,3,6,104,104,-2.9799999999999995,-1385.1299999999994,False,False,False,2.0,0,46.8,0.950212931632136,3.900425863264272,182,5,0.15,3.12,6.1
697,Sunny,3,7,31,0,-2.6,-1387.7299999999993,False,True,False,0.1,0,46.8,0.9698026165776815,0.19698026165776816,0,5,0.15,0.0,2.6
698,Hot,5,7,15,15,-1.05,-1388.7799999999993,False,False,False,2.0,0,42.0,0.9698026165776815,3.939605233155363,165,5,0.15,0.75,1.8
699,Sunny,8,2,45,45,1.0500000000000003,-1387.7299999999993,False,False,False,1.0,0,34.8,0.6321205588285577,1.6321205588285577,56,5,0.15,3.6,2.55
700,Sunny,4,8,76,76,-1.96,-1389.6899999999994,False,False,True,1.0,0,44.4,0.9816843611112658,1.9816843611112658,87,5,0.15,3.04,5.0
701,Cloudy,1,5,114,0,-6.45,-1396.1399999999994,True,False,False,0.6,40,51.6,0.9179150013761012,1.1507490008256607,0,5,0.15,0.0,6.45
702,Hot,12,7,82,82,4.69,-1391.4499999999994,False,False,False,2.0,0,20.833333333333332,0.9698026165776815,3.939605233155363,82,5,0.15,9.84,5.1499999999999995
703,Cloudy,3,5,124,35,-5.9,-1397.3499999999995,False,False,False,0.4,60,46.8,0.9179150013761012,0.7671660005504406,35,5,0.15,1.05,6.95
704,Cloudy,6,2,85,25,-3.05,-1400.3999999999994,False,False,False,0.4,60,39.6,0.6321205588285577,0.6528482235314231,25,5,0.15,1.5,4.55
705,Sunny,7,6,113,72,-1.5100000000000007,-1401.9099999999994,False,False,False,1.0,0,37.2,0.950212931632136,1.950212931632136,72,5,0.15,5.04,6.550000000000001
706,Sunny,4,7,44,44,-1.49,-1403.3999999999994,False,False,False,1.0,0,44.4,0.9698026165776815,1.9698026165776814,87,5,0.15,1.76,3.25
707,Hot,5,2,141,137,-0.5,-1403.8999999999994,False,False,False,2.0,0,42.0,0.6321205588285577,3.2642411176571153,137,5,0.15,6.85,7.35
