Day,Weather,PricePerGlass,SignsMade,GlassesMade,GlassesSold,Profit,Assets,Storm,StreetCrewWorking,StreetCrewThirsty,WeatherFactor,MarketingFactor,DemandMultiplier,AdjDemand,ChanceOfRain,BaseDemand,CostPerGlass,CostPerSign,Income,Expenses
2782,Sunny,11,3,55,44,1.6399999999999997,773.3800000000006,False,False,False,1.0,1.77686983985157,1.77686983985157,44,0,24.793388429752067,5,0.15,4.84,3.2
2783,Sunny,7,4,54,54,0.47999999999999954,773.8600000000006,False,False,False,1.0,1.8646647167633872,1.8646647167633872,69,0,37.2,5,0.15,3.78,3.3000000000000003
2784,Sunny,7,2,40,40,0.5,774.3600000000006,False,False,False,1.0,1.6321205588285577,1.6321205588285577,60,0,37.2,5,0.15,2.8,2.3
2785,Sunny,7,2,42,0,-2.4,771.9600000000006,False,True,False,0.1,1.6321205588285577,0.16321205588285578,0,0,37.2,5,0.15,0.0,2.4
2786,Sunny,7,5,55,0,-3.5,768.4600000000006,False,True,False,0.1,1.9179150013761013,0.19179150013761015,0,0,37.2,5,0.15,0.0,3.5
2787,Cloudy,7,3,74,39,-1.4200000000000004,767.0400000000006,False,False,False,0.6,1.77686983985157,1.066121903910942,39,40,37.2,5,0.15,2.73,4.15
2788,Hot,7,0,109,74,-0.27000000000000046,766.7700000000007,False,False,False,2.0,1.0,2.0,74,0,37.2,5,0.15,5.18,5.45
2789,Sunny,10,3,46,46,1.8499999999999996,768.6200000000007,False,True,True,0.1,1.77686983985157,0.17768698398515703,46,0,30.0,5,0.15,4.6,2.75
2790,Sunny,6,3,56,0,-3.25,765.3700000000007,False,True,False,0.1,1.77686983985157,0.17768698398515703,0,0,39.6,5,0.15,0.0,3.25
2791,Cloudy,9,0,26,12,-0.21999999999999997,765.1500000000007,False,False,False,0.4,1.0,0.4,12,60,32.4,5,0.15,1.08,1.3
2792,Sunny,8,3,43,43,0.8400000000000003,765.9900000000007,False,False,False,1.0,1.77686983985157,1.77686983985157,61,0,34.8,5,0.15,3.44,2.5999999999999996
2793,Sunny,6,4,47,47,-0.13000000000000034,765.8600000000007,False,False,False,1.0,1.8646647167633872,1.8646647167633872,73,0,39.6,5,0.15,2.82,2.95
2794,Cloudy,8,1,27,19,0.020000000000000018,765.8800000000007,False,False,False,0.4,1.3934693402873666,0.5573877361149466,19,60,34.8,5,0.15,1.52,1.5
2795,Sunny,7,5,49,0,-3.2,762.6800000000006,False,True,False,0.1,1.9179150013761013,0.19179150013761015,0,0,37.2,5,0.15,0.0,3.2
2796,Sunny,8,2,46,0,-2.5999999999999996,760.0800000000006,False,True,False,0.1,1.6321205588285577,0.16321205588285578,0,0,34.8,5,0.15,0.0,2.5999999999999996
2797,Cloudy,6,1,30,0,-1.65,758.4300000000006,True,False,False,0.6,1.3934693402873666,0.83608160417242,0,40,39.6,5,0.15,0.0,1.65
2798,Sunny,9,3,42,42,1.23,759.6600000000007,False,False,False,1.0,1.77686983985157,1.77686983985157,57,0,32.4,5,0.15,3.78,2.55
2799,Hot,14,6,121,59,1.3100000000000005,760.9700000000006,False,False,False,2.0,1.950212931632136,3.900425863264272,59,0,15.306122448979592,5,0.15,8.26,6.949999999999999
2800,Hot,10,5,122,115,4.65,765.6200000000006,False,False,False,2.0,1.9179150013761013,3.8358300027522025,115,0,30.0,5,0.15,11.5,6.85
2801,Sunny,11,4,54,0,-3.3000000000000003,762.3200000000006,False,True,False,0.1,1.8646647167633872,0.18646647167633873,0,0,24.793388429752067,5,0.15,0.0,3.3000000000000003
2802,Hot,6,3,137,137,0.9200000000000008,763.2400000000006,False,False,False,2.0,1.77686983985157,3.55373967970314,140,0,39.6,5,0.15,8.22,7.3
2803,Cloudy,8,3,32,32,0.5100000000000002,763.7500000000006,False,False,False,0.7,1.77686983985157,1.243808887896099,43,30,34.8,5,0.15,2.56,2.05
2804,Sunny,10,0,59,30,0.04999999999999982,763.8000000000005,False,False,True,1.0,1.0,1.0,30,0,30.0,5,0.15,3.0,2.95
2805,Hot,10,6,156,117,3.0,766.8000000000005,False,False,False,2.0,1.950212931632136,3.900425863264272,117,0,30.0,5,0.15,11.7,8.7
2806,Hot,12,0,115,41,-0.8300000000000001,765.9700000000005,False,False,False,2.0,1.0,2.0,41,0,20.833333333333332,5,0.15,4.92,5.75
2807,Sunny,11,4,54,46,1.7599999999999993,767.7300000000005,False,False,False,1.0,1.8646647167633872,1.8646647167633872,46,0,24.793388429752067,5,0.15,5.06,3.3000000000000003
2808,Hot,8,5,70,70,1.3499999999999996,769.0800000000005,False,False,False,2.0,1.9179150013761013,3.8358300027522025,133,0,34.8,5,0.15,5.6,4.25
2809,Sunny,9,0,56,32,0.08000000000000007,769.1600000000005,False,False,False,1.0,1.0,1.0,32,0,32.4,5,0.15,2.88,2.8
2810,Cloudy,8,2,74,22,-2.24,766.9200000000005,False,False,False,0.4,1.6321205588285577,0.6528482235314231,22,60,34.8,5,0.15,1.76,4.0
2811,Sunny,7,0,40,0,-2.0,764.9200000000005,False,True,False,0.1,1.0,0.1,0,0,37.2,5,0.15,0.0,2.0
2812,Sunny,11,3,49,44,1.9399999999999995,766.8600000000006,False,False,False,1.0,1.77686983985157,1.77686983985157,44,0,24.793388429752067,5,0.15,4.84,2.9000000000000004
2813,Cloudy,6,1,7,7,-0.08000000000000002,766.7800000000005,False,False,False,0.30000000000000004,1.3934693402873666,0.41804080208621003,16,70,39.6,5,0.15,0.42,0.5
2814,Hot,8,0,70,69,2.0199999999999996,768.8000000000005,False,False,False,2.0,1.0,2.0,69,0,34.8,5,0.15,5.52,3.5
2815,Cloudy,6,1,11,0,-0.7000000000000001,768.1000000000005,True,False,False,0.6,1.3934693402873666,0.83608160417242,0,40,39.6,5,0.15,0.0,0.7000000000000001
2816,Cloudy,7,0,29,0,-1.45,766.6500000000004,True,False,False,0.30000000000000004,1.0,0.30000000000000004,0,70,37.2,5,0.15,0.0,1.45
2817,Sunny,6,5,52,52,-0.22999999999999998,766.4200000000004,False,False,False,1.0,1.9179150013761013,1.9179150013761013,75,0,39.6,5,0.15,3.12,3.35
2818,Hot,7,2,101,101,1.7200000000000006,768.1400000000004,False,False,False,2.0,1.6321205588285577,3.2642411176571153,121,0,37.2,5,0.15,7.07,5.35
2819,Hot,12,3,122,74,2.330000000000001,770.4700000000005,False,False,False,2.0,1.77686983985157,3.55373967970314,74,0,20.833333333333332,5,0.15,8.88,6.55
2820,Sunny,11,1,42,34,1.4900000000000002,771.9600000000005,False,False,True,1.0,1.3934693402873666,1.3934693402873666,34,0,24.793388429752067,5,0.15,3.74,2.25
2821,Hot,11,0,106,49,0.08999999999999986,772.0500000000005,False,False,False,2.0,1.0,2.0,49,0,24.793388429752067,5,0.15,5.39,5.3
2822,Hot,7,6,126,126,1.620000000000001,773.6700000000005,False,False,False,2.0,1.950212931632136,3.900425863264272,145,0,37.2,5,0.15,8.82,7.199999999999999
2823,Hot,10,2,77,77,3.55,777.2200000000005,False,False,False,2.0,1.6321205588285577,3.2642411176571153,97,0,30.0,5,0.15,7.7,4.15
2824,Sunny,10,2,40,0,-2.3,774.9200000000005,False,True,False,0.1,1.6321205588285577,0.16321205588285578,0,0,30.0,5,0.15,0.0,2.3
2825,Hot,6,7,110,110,0.04999999999999982,774.9700000000005,False,False,False,2.0,1.9698026165776814,3.939605233155363,156,0,39.6,5,0.15,6.6,6.55
2826,Hot,13,7,102,69,2.820000000000001,777.7900000000005,False,False,False,2.0,1.9698026165776814,3.939605233155363,69,0,17.75147928994083,5,0.15,8.97,6.1499999999999995
2827,Hot,6,1,114,110,0.7499999999999991,778.5400000000005,False,False,False,2.0,1.3934693402873666,2.786938680574733,110,0,39.6,5,0.15,6.6,5.8500000000000005
2828,Hot,9,7,147,127,3.0299999999999994,781.5700000000005,False,False,False,2.0,1.9698026165776814,3.939605233155363,127,0,32.4,5,0.15,11.43,8.4
2829,Sunny,8,4,44,44,0.7199999999999998,782.2900000000005,False,True,True,0.1,1.8646647167633872,0.18646647167633873,44,0,34.8,5,0.15,3.52,2.8000000000000003
2830,Hot,6,6,130,130,0.39999999999999947,782.6900000000005,False,False,False,2.0,1.950212931632136,3.900425863264272,154,0,39.6,5,0.15,7.8,7.4
2831,Sunny,7,5,42,42,0.08999999999999986,782.7800000000005,False,False,False,1.0,1.9179150013761013,1.9179150013761013,71,0,37.2,5,0.15,2.94,2.85
2832,Sunny,6,3,43,43,-0.019999999999999574,782.7600000000006,False,False,False,1.0,1.77686983985157,1.77686983985157,70,0,39.6,5,0.15,2.58,2.5999999999999996
2833,Sunny,8,4,50,50,0.8999999999999999,783.6600000000005,False,False,False,1.0,1.8646647167633872,1.8646647167633872,64,0,34.8,5,0.15,4.0,3.1
2834,Cloudy,9,0,22,0,-1.1,782.5600000000005,True,False,False,0.5,1.0,0.5,0,50,32.4,5,0.15,0.0,1.1
2835,Sunny,9,1,49,0,-2.6,779.9600000000005,False,True,False,0.1,1.3934693402873666,0.13934693402873666,0,0,32.4,5,0.15,0.0,2.6
2836,Sunny,10,4,53,53,2.05,782.0100000000004,False,False,False,1.0,1.8646647167633872,1.8646647167633872,55,0,30.0,5,0.15,5.3,3.25
2837,Hot,7,5,110,110,1.4500000000000002,783.4600000000005,False,False,False,2.0,1.9179150013761013,3.8358300027522025,142,0,37.2,5,0.15,7.7,6.25
2838,Sunny,10,5,59,57,2.0,785.4600000000005,False,False,False,1.0,1.9179150013761013,1.9179150013761013,57,0,30.0,5,0.15,5.7,3.7
2839,Cloudy,8,0,18,13,0.14,785.6000000000005,False,False,False,0.4,1.0,0.4,13,60,34.8,5,0.15,1.04,0.9
2840,Sunny,7,2,57,57,0.8400000000000003,786.4400000000005,False,False,False,1.0,1.6321205588285577,1.6321205588285577,60,0,37.2,5,0.15,3.99,3.15
2841,Sunny,11,3,50,0,-2.95,783.4900000000005,False,True,False,0.1,1.77686983985157,0.17768698398515703,0,0,24.793388429752067,5,0.15,0.0,2.95
2842,Hot,7,6,120,120,1.5,784.9900000000005,False,False,False,2.0,1.950212931632136,3.900425863264272,145,0,37.2,5,0.15,8.4,6.9
2843,Cloudy,6,1,13,13,-0.020000000000000018,784.9700000000005,False,False,False,0.5,1.3934693402873666,0.6967346701436833,27,50,39.6,5,0.15,0.78,0.8
2844,Sunny,6,2,42,42,0.1200000000000001,785.0900000000005,False,False,False,1.0,1.6321205588285577,1.6321205588285577,64,0,39.6,5,0.15,2.52,2.4
2845,Sunny,6,0,48,0,-2.4,782.6900000000005,False,True,False,0.1,1.0,0.1,0,0,39.6,5,0.15,0.0,2.4
2846,Sunny,10,4,41,0,-2.65,780.0400000000005,False,True,False,0.1,1.8646647167633872,0.18646647167633873,0,0,30.0,5,0.15,0.0,2.65
2847,Cloudy,7,0,19,0,-0.95,779.0900000000005,True,False,False,0.30000000000000004,1.0,0.30000000000000004,0,70,37.2,5,0.15,0.0,0.95
2848,Sunny,9,3,48,48,1.4700000000000006,780.5600000000005,False,False,False,1.0,1.77686983985157,1.77686983985157,57,0,32.4,5,0.15,4.32,2.8499999999999996
2849,Hot,10,5,101,101,4.3,784.8600000000005,False,False,False,2.0,1.9179150013761013,3.8358300027522025,115,0,30.0,5,0.15,10.1,5.8
2850,Cloudy,7,3,61,33,-1.19,783.6700000000004,False,False,False,0.5,1.77686983985157,0.888434919925785,33,50,37.2,5,0.15,2.31,3.5
2851,Sunny,11,1,53,34,0.9400000000000004,784.6100000000005,False,False,False,1.0,1.3934693402873666,1.3934693402873666,34,0,24.793388429752067,5,0.15,3.74,2.8
2852,Sunny,10,5,50,50,1.75,786.3600000000005,False,False,False,1.0,1.9179150013761013,1.9179150013761013,57,0,30.0,5,0.15,5.0,3.25
2853,Cloudy,6,1,17,17,0.020000000000000018,786.3800000000005,False,False,False,0.6,1.3934693402873666,0.83608160417242,33,40,39.6,5,0.15,1.02,1.0
2854,Sunny,11,2,45,40,1.8500000000000005,788.2300000000005,False,False,False,1.0,1.6321205588285577,1.6321205588285577,40,0,24.793388429752067,5,0.15,4.4,2.55
2855,Sunny,6,0,49,39,-0.11000000000000032,788.1200000000005,False,False,False,1.0,1.0,1.0,39,0,39.6,5,0.15,2.34,2.45
2856,Sunny,11,3,41,0,-2.5,785.6200000000005,False,True,False,0.1,1.77686983985157,0.17768698398515703,0,0,24.793388429752067,5,0.15,0.0,2.5
2857,Sunny,8,1,47,47,1.2599999999999998,786.8800000000005,False,False,False,1.0,1.3934693402873666,1.3934693402873666,48,0,34.8,5,0.15,3.76,2.5
2858,Sunny,6,4,49,49,-0.11000000000000032,786.7700000000004,False,False,False,1.0,1.8646647167633872,1.8646647167633872,73,0,39.6,5,0.15,2.94,3.0500000000000003
2859,Cloudy,6,0,6,6,0.06,786.8300000000004,False,False,False,0.7,1.0,0.7,27,30,39.6,5,0.15,0.36,0.3
2860,Sunny,10,2,46,46,2.0,788.8300000000004,False,False,False,1.0,1.6321205588285577,1.6321205588285577,48,0,30.0,5,0.15,4.6,2.5999999999999996
2861,Cloudy,9,0,19,0,-0.95,787.8800000000003,True,False,False,0.6,1.0,0.6,0,40,32.4,5,0.15,0.0,0.95
2862,Sunny,6,5,42,42,-0.33000000000000007,787.5500000000003,False,False,False,1.0,1.9179150013761013,1.9179150013761013,75,0,39.6,5,0.15,2.52,2.85
2863,Sunny,8,0,57,34,-0.1299999999999999,787.4200000000003,False,False,False,1.0,1.0,1.0,34,0,34.8,5,0.15,2.72,2.85
2864,Sunny,10,0,59,30,0.04999999999999982,787.4700000000003,False,False,False,1.0,1.0,1.0,30,0,30.0,5,0.15,3.0,2.95
2865,Sunny,10,4,48,48,1.7999999999999998,789.2700000000002,False,False,False,1.0,1.8646647167633872,1.8646647167633872,55,0,30.0,5,0.15,4.8,3.0
2866,Hot,7,0,65,65,1.2999999999999998,790.5700000000002,False,False,False,2.0,1.0,2.0,74,0,37.2,5,0.15,4.55,3.25
2867,Sunny,8,0,45,0,-2.25,788.3200000000002,False,True,False,0.1,1.0,0.1,0,0,34.8,5,0.15,0.0,2.25
2868,Hot,12,6,114,81,3.120000000000001,791.4400000000002,False,False,False,2.0,1.950212931632136,3.900425863264272,81,0,20.833333333333332,5,0.15,9.72,6.6
2869,Hot,13,6,152,69,0.47000000000000064,791.9100000000002,False,False,False,2.0,1.950212931632136,3.900425863264272,69,0,17.75147928994083,5,0.15,8.97,8.5
2870,Cloudy,9,3,31,23,0.06999999999999984,791.9800000000002,False,False,False,0.4,1.77686983985157,0.7107479359406281,23,60,32.4,5,0.15,2.07,2.0
2871,Sunny,6,3,48,48,0.03000000000000025,792.0100000000002,False,False,False,1.0,1.77686983985157,1.77686983985157,70,0,39.6,5,0.15,2.88,2.8499999999999996
2872,Sunny,7,5,45,0,-3.0,789.0100000000002,False,True,False,0.1,1.9179150013761013,0.19179150013761015,0,0,37.2,5,0.15,0.0,3.0
2873,Sunny,6,4,53,0,-3.25,785.7600000000002,False,True,False,0.1,1.8646647167633872,0.18646647167633873,0,0,39.6,5,0.15,0.0,3.25
2874,Sunny,7,2,43,43,0.56,786.3200000000002,False,False,False,1.0,1.6321205588285577,1.6321205588285577,60,0,37.2,5,0.15,3.01,2.4499999999999997
2875,Sunny,10,2,43,0,-2.4499999999999997,783.8700000000001,False,True,False,0.1,1.6321205588285577,0.16321205588285578,0,0,30.0,5,0.15,0.0,2.4499999999999997
2876,Sunny,8,3,47,47,0.96,784.8300000000002,False,False,False,1.0,1.77686983985157,1.77686983985157,61,0,34.8,5,0.15,3.76,2.8
2877,Cloudy,6,1,29,22,-0.2799999999999998,784.5500000000002,False,False,False,0.4,1.3934693402873666,0.5573877361149466,22,60,39.6,5,0.15,1.32,1.5999999999999999
2878,Cloudy,6,2,50,19,-1.66,782.8900000000002,False,False,False,0.30000000000000004,1.6321205588285577,0.4896361676485674,19,70,39.6,5,0.15,1.14,2.8
2879,Sunny,7,3,45,0,-2.7,780.1900000000002,False,True,False,0.1,1.77686983985157,0.17768698398515703,0,0,37.2,5,0.15,0.0,2.7
2880,Cloudy,8,2,66,39,-0.47999999999999954,779.7100000000002,False,False,False,0.7,1.6321205588285577,1.1424843911799902,39,30,34.8,5,0.15,3.12,3.5999999999999996
2881,Sunny,7,4,48,48,0.3599999999999999,780.0700000000002,False,False,False,1.0,1.8646647167633872,1.8646647167633872,69,0,37.2,5,0.15,3.36,3.0
2882,Sunny,8,3,53,0,-3.0999999999999996,776.9700000000001,False,True,False,0.1,1.77686983985157,0.17768698398515703,0,0,34.8,5,0.15,0.0,3.0999999999999996
2883,Sunny,6,2,57,57,0.27,777.2400000000001,False,False,False,1.0,1.6321205588285577,1.6321205588285577,64,0,39.6,5,0.15,3.42,3.15
2884,Sunny,8,5,54,54,0.8700000000000001,778.1100000000001,False,True,True,0.1,1.9179150013761013,0.19179150013761015,54,0,34.8,5,0.15,4.32,3.45
2885,Sunny,9,3,46,46,1.3899999999999997,779.5000000000001,False,False,True,1.0,1.77686983985157,1.77686983985157,57,0,32.4,5,0.15,4.14,2.75
2886,Sunny,10,1,59,41,0.9999999999999996,780.5000000000001,False,False,False,1.0,1.3934693402873666,1.3934693402873666,41,0,30.0,5,0.15,4.1,3.1
2887,Sunny,11,1,49,34,1.1400000000000001,781.6400000000001,False,False,False,1.0,1.3934693402873666,1.3934693402873666,34,0,24.793388429752067,5,0.15,3.74,2.6
2888,Sunny,6,4,47,47,-0.13000000000000034,781.5100000000001,False,False,False,1.0,1.8646647167633872,1.8646647167633872,73,0,39.6,5,0.15,2.82,2.95
2889,Sunny,10,0,54,30,0.2999999999999998,781.8100000000001,False,False,False,1.0,1.0,1.0,30,0,30.0,5,0.15,3.0,2.7
2890,Hot,8,0,108,69,0.11999999999999922,781.9300000000001,False,False,False,2.0,1.0,2.0,69,0,34.8,5,0.15,5.52,5.4
2891,Cloudy,7,2,42,0,-2.4,779.5300000000001,True,False,False,0.6,1.6321205588285577,0.9792723352971345,0,40,37.2,5,0.15,0.0,2.4
2892,Sunny,6,2,53,53,0.23000000000000043,779.7600000000001,False,False,False,1.0,1.6321205588285577,1.6321205588285577,64,0,39.6,5,0.15,3.18,2.9499999999999997
2893,Sunny,10,3,55,0,-3.2,776.5600000000001,False,True,False,0.1,1.77686983985157,0.17768698398515703,0,0,30.0,5,0.15,0.0,3.2
2894,Hot,10,5,99,99,4.2,780.7600000000001,False,False,False,2.0,1.9179150013761013,3.8358300027522025,115,0,30.0,5,0.15,9.9,5.7
2895,Sunny,9,2,40,40,1.3000000000000003,782.0600000000001,False,False,False,1.0,1.6321205588285577,1.6321205588285577,52,0,32.4,5,0.15,3.6,2.3
2896,Hot,14,7,66,60,4.050000000000001,786.11,False,False,False,2.0,1.9698026165776814,3.939605233155363,60,0,15.306122448979592,5,0.15,8.4,4.35
2897,Hot,7,2,70,70,1.1000000000000005,787.21,False,False,False,2.0,1.6321205588285577,3.2642411176571153,121,0,37.2,5,0.15,4.9,3.8
2898,Hot,8,7,128,128,2.79,790.0,False,False,False,2.0,1.9698026165776814,3.939605233155363,137,0,34.8,5,0.15,10.24,7.45
2899,Sunny,11,5,46,46,2.01,792.01,False,False,False,1.0,1.9179150013761013,1.9179150013761013,47,0,24.793388429752067,5,0.15,5.06,3.05
2900,Hot,12,2,87,68,3.5100000000000007,795.52,False,False,False,2.0,1.6321205588285577,3.2642411176571153,68,0,20.833333333333332,5,0.15,8.16,4.6499999999999995
2901,Sunny,11,4,53,46,1.8099999999999996,797.3299999999999,False,False,False,1.0,1.8646647167633872,1.8646647167633872,46,0,24.793388429752067,5,0.15,5.06,3.25
2902,Sunny,7,5,49,49,0.22999999999999998,797.56,False,False,False,1.0,1.9179150013761013,1.9179150013761013,71,0,37.2,5,0.15,3.43,3.2
2903,Cloudy,6,0,26,26,0.26,797.8199999999999,False,False,False,0.7,1.0,0.7,27,30,39.6,5,0.15,1.56,1.3
2904,Cloudy,9,3,49,23,-0.8300000000000005,796.9899999999999,False,False,False,0.4,1.77686983985157,0.7107479359406281,23,60,32.4,5,0.15,2.07,2.9000000000000004
2905,Cloudy,9,1,39,18,-0.48,796.5099999999999,False,False,False,0.4,1.3934693402873666,0.5573877361149466,18,60,32.4,5,0.15,1.62,2.1
2906,Sunny,9,5,49,49,1.21,797.7199999999999,False,False,False,1.0,1.9179150013761013,1.9179150013761013,62,0,32.4,5,0.15,4.41,3.2
2907,Hot,11,7,112,97,4.0200000000000005,801.7399999999999,False,False,False,2.0,1.9698026165776814,3.939605233155363,97,0,24.793388429752067,5,0.15,10.67,6.6499999999999995
2908,Sunny,9,4,54,54,1.56,803.2999999999998,False,False,False,1.0,1.8646647167633872,1.8646647167633872,60,0,32.4,5,0.15,4.86,3.3000000000000003
2909,Sunny,10,5,42,42,1.35,804.6499999999999,False,False,False,1.0,1.9179150013761013,1.9179150013761013,57,0,30.0,5,0.15,4.2,2.85
2910,Hot,6,0,129,79,-1.71,802.9399999999998,False,False,False,2.0,1.0,2.0,79,0,39.6,5,0.15,4.74,6.45
2911,Cloudy,6,3,59,42,-0.8800000000000003,802.0599999999998,False,False,False,0.6,1.77686983985157,1.066121903910942,42,40,39.6,5,0.15,2.52,3.4000000000000004
2912,Cloudy,6,3,60,49,-0.5100000000000002,801.5499999999998,False,False,False,0.7,1.77686983985157,1.243808887896099,49,30,39.6,5,0.15,2.94,3.45
2913,Sunny,9,3,54,54,1.71,803.2599999999999,False,False,False,1.0,1.77686983985157,1.77686983985157,57,0,32.4,5,0.15,4.86,3.1500000000000004
2914,Sunny,7,3,42,42,0.3900000000000001,803.6499999999999,False,False,False,1.0,1.77686983985157,1.77686983985157,66,0,37.2,5,0.15,2.94,2.55
2915,Cloudy,9,0,13,9,0.16000000000000003,803.8099999999998,False,False,False,0.30000000000000004,1.0,0.30000000000000004,9,70,32.4,5,0.15,0.81,0.65
2916,Sunny,9,2,53,52,1.73,805.5399999999998,False,False,True,1.0,1.6321205588285577,1.6321205588285577,52,0,32.4,5,0.15,4.68,2.9499999999999997
2917,Sunny,10,5,45,45,1.5,807.0399999999998,False,False,False,1.0,1.9179150013761013,1.9179150013761013,57,0,30.0,5,0.15,4.5,3.0
2918,Sunny,8,4,59,59,1.1699999999999995,808.2099999999998,False,False,False,1.0,1.8646647167633872,1.8646647167633872,64,0,34.8,5,0.15,4.72,3.5500000000000003
2919,Sunny,10,5,54,54,1.9500000000000002,810.1599999999999,False,False,False,1.0,1.9179150013761013,1.9179150013761013,57,0,30.0,5,0.15,5.4,3.45
2920,Cloudy,6,1,28,0,-1.5499999999999998,808.6099999999999,True,False,False,0.7,1.3934693402873666,0.9754285382011565,0,30,39.6,5,0.15,0.0,1.5499999999999998
2921,Sunny,10,1,53,0,-2.8,805.81,False,True,False,0.1,1.3934693402873666,0.13934693402873666,0,0,30.0,5,0.15,0.0,2.8
2922,Sunny,10,3,57,53,2.0,807.81,False,False,False,1.0,1.77686983985157,1.77686983985157,53,0,30.0,5,0.15,5.3,3.3
2923,Sunny,6,4,52,52,-0.08000000000000007,807.7299999999999,False,False,False,1.0,1.8646647167633872,1.8646647167633872,73,0,39.6,5,0.15,3.12,3.2
2924,Sunny,8,0,42,34,0.6200000000000001,808.3499999999999,False,False,False,1.0,1.0,1.0,34,0,34.8,5,0.15,2.72,2.1
2925,Cloudy,9,2,70,15,-2.4499999999999997,805.8999999999999,False,False,False,0.30000000000000004,1.6321205588285577,0.4896361676485674,15,70,32.4,5,0.15,1.35,3.8
2926,Sunny,9,5,48,48,1.1700000000000004,807.0699999999998,False,False,False,1.0,1.9179150013761013,1.9179150013761013,62,0,32.4,5,0.15,4.32,3.15
2927,Hot,7,7,129,129,1.5299999999999994,808.5999999999998,False,False,False,2.0,1.9698026165776814,3.939605233155363,146,0,37.2,5,0.15,9.03,7.5
2928,Sunny,9,0,59,32,-0.07000000000000028,808.5299999999997,False,False,False,1.0,1.0,1.0,32,0,32.4,5,0.15,2.88,2.95
2929,Sunny,7,4,47,47,0.33999999999999986,808.8699999999998,False,False,False,1.0,1.8646647167633872,1.8646647167633872,69,0,37.2,5,0.15,3.29,2.95
2930,Sunny,11,4,58,0,-3.5,805.3699999999998,False,True,False,0.1,1.8646647167633872,0.18646647167633873,0,0,24.793388429752067,5,0.15,0.0,3.5
2931,Sunny,10,5,50,50,1.75,807.1199999999998,False,False,False,1.0,1.9179150013761013,1.9179150013761013,57,0,30.0,5,0.15,5.0,3.25
2932,Sunny,11,3,42,42,2.0700000000000003,809.1899999999998,False,False,True,1.0,1.77686983985157,1.77686983985157,44,0,24.793388429752067,5,0.15,4.62,2.55
2933,Sunny,6,0,49,39,-0.11000000000000032,809.0799999999998,False,False,False,1.0,1.0,1.0,39,0,39.6,5,0.15,2.34,2.45
2934,Hot,13,1,73,49,2.5700000000000003,811.6499999999999,False,False,False,2.0,1.3934693402873666,2.786938680574733,49,0,17.75147928994083,5,0.15,6.37,3.8
2935,Hot,8,7,98,98,1.8899999999999997,813.5399999999998,False,False,False,2.0,1.9698026165776814,3.939605233155363,137,0,34.8,5,0.15,7.84,5.95
2936,Sunny,7,0,49,0,-2.45,811.0899999999998,False,True,False,0.1,1.0,0.1,0,0,37.2,5,0.15,0.0,2.45
2937,Sunny,11,2,47,40,1.7500000000000004,812.8399999999998,False,False,False,1.0,1.6321205588285577,1.6321205588285577,40,0,24.793388429752067,5,0.15,4.4,2.65
2938,Cloudy,8,3,37,37,0.6600000000000001,813.4999999999998,False,False,False,0.6,1.77686983985157,1.066121903910942,37,40,34.8,5,0.15,2.96,2.3
2939,Hot,14,2,137,49,-0.28999999999999915,813.2099999999998,False,False,False,2.0,1.6321205588285577,3.2642411176571153,49,0,15.306122448979592,5,0.15,6.86,7.1499999999999995
2940,Sunny,11,3,49,44,1.9399999999999995,815.1499999999999,False,False,False,1.0,1.77686983985157,1.77686983985157,44,0,24.793388429752067,5,0.15,4.84,2.9000000000000004
2941,Hot,14,4,86,57,3.080000000000001,818.2299999999999,False,False,False,2.0,1.8646647167633872,3.7293294335267744,57,0,15.306122448979592,5,0.15,7.98,4.8999999999999995
2942,Hot,10,7,155,118,3.0,821.2299999999999,False,False,False,2.0,1.9698026165776814,3.939605233155363,118,0,30.0,5,0.15,11.8,8.8
2943,Cloudy,6,2,74,19,-2.8600000000000003,818.3699999999999,False,False,False,0.30000000000000004,1.6321205588285577,0.4896361676485674,19,70,39.6,5,0.15,1.14,4.0
2944,Sunny,9,0,48,0,-2.4,815.9699999999999,False,True,False,0.1,1.0,0.1,0,0,32.4,5,0.15,0.0,2.4
2945,Sunny,7,2,51,51,0.7200000000000002,816.6899999999999,False,False,False,1.0,1.6321205588285577,1.6321205588285577,60,0,37.2,5,0.15,3.57,2.8499999999999996
2946,Hot,13,1,112,49,0.6200000000000001,817.31,False,False,False,2.0,1.3934693402873666,2.786938680574733,49,0,17.75147928994083,5,0.15,6.37,5.75
2947,Sunny,8,0,44,34,0.52,817.8299999999999,False,False,True,1.0,1.0,1.0,34,0,34.8,5,0.15,2.72,2.2
2948,Sunny,11,0,51,24,0.0900000000000003,817.92,False,False,True,1.0,1.0,1.0,24,0,24.793388429752067,5,0.15,2.64,2.55
2949,Sunny,11,0,59,24,-0.31000000000000005,817.61,False,False,False,1.0,1.0,1.0,24,0,24.793388429752067,5,0.15,2.64,2.95
2950,Hot,11,2,136,80,1.700000000000001,819.3100000000001,False,False,False,2.0,1.6321205588285577,3.2642411176571153,80,0,24.793388429752067,5,0.15,8.8,7.1
2951,Hot,11,0,40,40,2.4000000000000004,821.71,False,False,False,2.0,1.0,2.0,49,0,24.793388429752067,5,0.15,4.4,2.0
2952,Sunny,7,3,58,58,0.71,822.4200000000001,False,False,False,1.0,1.77686983985157,1.77686983985157,66,0,37.2,5,0.15,4.06,3.3499999999999996
